id,x,y,from,to,length,freespeed,capacity,permlanes,oneway,modes
0,166027.01453117694,-5.534137544554338,0,1,5.555,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
1,166027.0145310504,0.0,1,0,5.555,15.646361111111112,2200.0,1.0,1,"walk,bike"
10,168255.55685045244,-5.534035963652346,7,8,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
100,170473.01833359565,4432.6823945639435,37,38,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
101,170473.0179340446,4421.614523390071,38,37,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
102,170484.16079338396,4432.681991824212,39,40,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
103,166021.5240897574,4427.310244724286,40,39,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
104,170478.5294320715,2213.574126946053,38,39,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
105,166021.443096077,0.0,39,38,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
106,167135.7249915657,0.0,40,37,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
107,168249.99666028534,0.0,37,40,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
108,169364.25813659566,0.0,40,17,1100.216,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
109,170478.50945485476,0.0,17,40,1100.216,15.646361111111112,2200.0,1.0,1,"walk,bike"
11,168255.5568503267,0.0,8,7,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
110,167135.80571402347,4427.269543230543,19,37,1100.216,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
111,168250.07711153303,4427.228978258894,37,19,1100.216,15.646361111111112,2200.0,1.0,1,"walk,bike"
112,169364.33831664553,4427.188549803067,33,40,1100.216,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
113,170478.58936371934,4427.148257856808,40,33,1100.216,15.646361111111112,2200.0,1.0,1,"walk,bike"
114,166021.46334449772,2213.655120399513,39,34,1100.216,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
115,167135.7451721807,2213.634769647686,34,39,1100.216,15.646361111111112,2200.0,1.0,1,"walk,bike"
116,168250.01677309786,2213.614487156923,41,42,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
117,169364.2781816087,2213.594272924088,42,41,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
12,168244.4253274497,5.534036469355217,9,7,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
13,168244.4253274497,-5.534036469355217,7,9,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
14,168255.55685045244,5.534035963652346,8,5,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
15,169369.8294185517,-5.5339854284131595,5,8,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
16,169369.82941842644,0.0,0,8,1100.216,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
17,169358.68685463612,5.533985932915824,8,0,1100.216,15.646361111111112,2200.0,1.0,1,"walk,bike"
18,169358.68685463612,-5.533985932915824,7,4,1100.216,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
19,169369.8294185517,5.5339854284131595,4,7,1100.216,15.646361111111112,2200.0,1.0,1,"walk,bike"
2,166015.8716609737,5.534138054176465,2,3,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
20,170484.08068610646,-5.533935064317151,10,11,5.555,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
21,170484.0806859816,0.0,11,10,5.555,15.646361111111112,2200.0,1.0,1,"walk,bike"
22,170472.9382235997,5.533935567113485,12,13,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
23,170472.9382235997,-5.533935567113485,13,12,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
24,170484.08068610646,5.533935064317151,14,12,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
25,166027.01954257715,1101.293371446868,12,14,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
26,166027.01964381756,1112.3616465384298,13,10,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
27,166015.8767737855,1112.3617489724752,10,13,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
28,166015.87667254166,1101.2934728616692,5,13,1100.216,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
29,167141.3013700642,1101.2832471170188,13,5,1100.216,15.646361111111112,2200.0,1.0,1,"walk,bike"
3,166015.8716609737,-5.534138054176465,3,2,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
30,167141.30147096567,1112.351420456526,12,9,1100.216,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
31,167130.15870337305,1112.3515225475514,9,12,1100.216,15.646361111111112,2200.0,1.0,1,"walk,bike"
32,167130.15860246826,1101.2833481922132,15,16,5.555,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
33,168255.56182828976,1101.2731568477775,16,15,5.555,15.646361111111112,2200.0,1.0,1,"walk,bike"
34,168255.5619288521,1112.3412287775477,17,18,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
35,168244.43040602043,1112.341330423823,18,17,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
36,168244.4303054547,1101.2732574826473,19,17,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
37,169369.83437960857,1101.2631003353815,17,19,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
38,169369.83447983192,1112.3310711946795,18,15,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
39,169358.69191608753,1112.3311725997128,15,18,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
4,166027.01453117694,5.534137544554338,4,2,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
40,169358.69181586074,1101.2632007314096,10,18,1100.216,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
41,170484.08563038375,1101.2530778804773,18,10,1100.216,15.646361111111112,2200.0,1.0,1,"walk,bike"
42,170484.0857302682,1112.3209480115895,17,14,1100.216,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
43,170472.9432679325,1112.32104907365,14,17,1100.216,15.646361111111112,2200.0,1.0,1,"walk,bike"
44,170472.9431680446,1101.2531779369456,20,21,5.555,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
45,166027.0346780182,2208.1208809265004,21,20,5.555,15.646361111111112,2200.0,1.0,1,"walk,bike"
46,166027.034779132,2213.6550184759494,22,23,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
47,166015.89201077423,2219.17829210776,23,22,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
48,166015.89180848957,2208.1210842657124,24,22,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
49,166027.03488029598,2219.1780877503234,22,24,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
5,167141.2963754459,-5.534086668523924,2,4,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
50,167141.3164548205,2208.100581392004,23,20,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
51,167141.31655559567,2213.634668065435,20,23,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
52,167130.17388933862,2219.1578902386505,15,23,1100.216,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
53,167130.17368773144,2208.1007840502966,23,15,1100.216,15.646361111111112,2200.0,1.0,1,"walk,bike"
54,167141.316656421,2219.1576865655434,22,19,1100.216,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
55,168255.5768623643,2208.0803501498785,19,22,1100.216,15.646361111111112,2200.0,1.0,1,"walk,bike"
56,168255.57696280093,2213.61438611845,25,26,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
57,168244.4455409653,2219.1375568009325,26,25,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
58,168244.44534003548,2208.080551925308,27,28,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
59,168255.57706328726,2219.1373540151085,28,27,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
6,167141.2963753197,0.0,3,0,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
60,169369.8493630024,2208.0601865910717,26,27,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
61,169369.84946310055,2213.5941720244164,27,26,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
62,169358.70700001402,2219.117291791461,28,25,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
63,169358.70679976145,2208.060387887618,25,28,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
64,169369.84956324822,2219.1170894869188,28,2,1100.216,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
65,170484.10056309984,2208.040091318387,2,28,1100.216,15.646361111111112,2200.0,1.0,1,"walk,bike"
66,170484.1006628594,2213.5740263876482,4,25,1100.216,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
67,170472.95830084285,2219.097095207102,25,4,1100.216,15.646361111111112,2200.0,1.0,1,"walk,bike"
68,170472.95810126758,2208.0402919341077,29,30,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
69,170484.10076266836,2219.096893586795,30,29,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
7,167130.15360768215,5.534087176439484,0,3,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
70,166027.05993749946,3314.9483913850086,31,32,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
71,166027.06024122075,3326.016666496196,32,31,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
72,166015.9173725482,3326.016972779038,30,31,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
73,166015.91706881678,3314.948696648606,31,30,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
74,170484.12548425427,3314.8271057450074,32,29,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
75,170484.12578390748,3325.8949758959434,29,32,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
76,170472.9833229311,3325.895278076484,32,7,1100.216,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
77,170472.9830232677,3314.827406919956,7,32,1100.216,15.646361111111112,2200.0,1.0,1,"walk,bike"
78,166027.09532102046,4421.775903313052,9,29,1100.216,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
79,166027.09552337474,4427.310040877209,29,9,1100.216,15.646361111111112,2200.0,1.0,1,"walk,bike"
8,167130.15360768215,-5.534087176439484,5,6,5.555,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
80,166015.9528584978,4432.8445866486045,25,32,1100.216,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
81,166015.95245352265,4421.776310501,32,25,1100.216,15.646361111111112,2200.0,1.0,1,"walk,bike"
82,166027.09572598204,4432.8441784414135,31,26,1100.216,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
83,167141.37689474487,4421.735253377916,26,31,1100.216,15.646361111111112,2200.0,1.0,1,"walk,bike"
84,167141.37709642143,4427.269340066091,33,34,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
85,167130.23453330557,4432.803833594547,34,33,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
86,167130.23412968655,4421.735659202316,35,36,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
87,167141.37729835033,4432.803426754315,36,35,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
88,168255.63709922205,4421.6947401986445,34,35,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
89,168255.63730022102,4427.228776181997,35,34,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
9,167141.2963754459,5.534086668523924,6,5,5.555,15.646361111111112,2200.0,1.0,1,"walk,bike"
90,168244.5059811849,4432.763217233269,36,33,11.113,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
91,168244.50557892187,4421.695144255108,33,36,11.113,15.646361111111112,2200.0,1.0,1,"walk,bike"
92,168255.6375014715,4432.7628121654,36,12,1100.216,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
93,169369.90939679905,4421.6543625556105,12,36,1100.216,15.646361111111112,2200.0,1.0,1,"walk,bike"
94,169369.90959712036,4427.188348003774,14,33,1100.216,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
95,169358.76723649562,4432.722737558488,33,14,1100.216,15.646361111111112,2200.0,1.0,1,"walk,bike"
96,169358.76683558855,4421.6547656531075,29,36,1100.216,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
97,169369.90979769238,4432.722333451986,36,29,1100.216,15.646361111111112,2200.0,1.0,1,"walk,bike"
98,170484.1603938465,4421.61412165593,35,30,1100.216,15.646361111111112,2200.0,1.0,1,"car,walk,bike"
99,170484.16059349035,4427.148056740047,30,35,1100.216,15.646361111111112,2200.0,1.0,1,"walk,bike"
